新闻类别	标题	发布时间	链接详情	新闻内容
finance	消费品以旧换新加快推进 绿色消费活力迸发	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333543.html	在政策带动下，家电市场消费潜力在这个假期进一步释放。商务部数据显示，国庆假期前三天，有104.55万名消费者购买以旧换新8大类家电产品154.61万台，销售额达到73.57亿元。其中，排名前三的家电品类为空调、电冰箱、电脑。
finance	消费品以旧换新加快推进 绿色消费活力迸发	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333543.html	记者了解到，自家电以旧换新政策实施以来，已经有超676.48万名消费者购买8大类家电产品958.09万台，带动销售超453.15亿元。在这8大类家电中，一级能效产品销售额占比达到91.96%。
finance	消费品以旧换新加快推进 绿色消费活力迸发	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333543.html	如何让消费者“去旧更容易，换新更愿意”？家电企业纷纷出招。长虹通过自研会员小程序，在线对旧家电进行评估，根据旧家电类型、规格给出合理的估价，消费者可在线预约上门回收服务；海信在政府单台至高补贴2000元基础上，推出了单台至高再补2000元的政策，让广大消费者享受到了双重的实惠……
finance	消费品以旧换新加快推进 绿色消费活力迸发	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333543.html	今年6月，财政部发布《关于下达2024年汽车以旧换新补贴中央财政预拨资金预算的通知》，汽车以旧换新补贴年度资金总额近112亿元。政策影响下，车市热度同样火爆。
finance	消费品以旧换新加快推进 绿色消费活力迸发	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333543.html	国庆假期，天津国家会展中心人头攒动，在2024中国（天津）国际汽车展览会上，展出的950台车辆中，新能源车辆达410台，智能网联和新能源汽车领域的创新技术得以集中展示。记者了解到，车展组委会推出了一系列购车优惠政策，包括天津市的以旧换新补贴和与车企合作的专属优惠，吸引了大量潜在购车者。
finance	消费品以旧换新加快推进 绿色消费活力迸发	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333543.html	中国汽车流通协会数据显示，8月份全国乘用车零售量为190.5万辆，环比增长10.8%。其中，新能源汽车零售量为102.7万辆，环比大幅增长17%。国家税务总局数据显示，4至8月份，新能源汽车销量同比增长38.4%，增速较3月份提高10.9个百分点；二手汽车销量同比增长6.2%，增速较3月份提高10.8个百分点。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	国庆假期，各大景区、博物馆里人流如织，消费新场景、新业态、新模式亮点纷呈，以数字化、绿色化、融合化为特色的新型消费展现出蓬勃活力，满足了消费者的多元需求。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	消费是拉动经济增长的主引擎。近年来，随着我国消费市场规模持续扩大，新型消费不断发展，一系列消费利好政策不断出台，消费潜力持续释放，为我国经济发展注入新动能。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	假期里，大宗商品消费绿色化、智能化趋势明显。商务部最新数据显示，国庆假期前三天，有104.55万名消费者购买以旧换新8大类家电产品154.61万台，销售额达到73.57亿元。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	各地用新创意、新技术赋能传统文化，打造新型消费集聚地。此前印发的《关于促进服务消费高质量发展的意见》提到，统筹扩大内需和深化供给侧结构性改革，扩大服务业开放，着力提升服务品质、丰富消费场景、优化消费环境，以创新激发服务消费内生动能，培育服务消费新增长点，为经济高质量发展提供有力支撑。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	近年来，数字化转型不断加速，新业态新模式不断涌现，为消费增长带来新动力。在河南许昌，曹魏古城通过培育“文旅+商超”的消费新场景，利用丰富的三国文化元素，吸引了众多游客，实现了城市文化的传播与消费的新增长；在重庆，观音桥商圈通过不断引进新潮商家和业态，如潮流服饰、家电家装品牌等，实现了从单一餐饮消费向“食、游、购、娱、体、展、演”等多元夜间消费的转变，为消费者提供了全新的消费体验；在河南洛阳，洛邑古城通过重现古都风貌，融合现代消费元素，游客可以在这里体验传统手工艺、品尝地方美食、观赏文化表演，打造出一个集文化、旅游、消费于一体的新型消费场景。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	国家统计局数据显示，1—8月份，社会消费品零售总额312452亿元，同比增长3.4%。其中，除汽车以外的消费品零售额281772亿元，增长3.9%，消费市场延续平稳增长态势，消费潜力不断释放。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	业内专家表示，场景消费中情景的设置能让消费者产生身临其境的感觉，有利于快速准确发现自己的消费需求，并在体验方面产生更强烈的共鸣。消费不再只是买产品，还包含体验、氛围营造等更多维度和更深程度的附加价值。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	近期，线上消费也如火如荼。数据显示，1—8月份，全国实物商品网上零售额同比增长9.5%，占社会消费品零售总额的比重为26.4%，占比较去年同期提升0.8个百分点。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	近期，宁夏枸杞以其独特的“塞上红宝”美誉，借助电商的翅膀，飞入千家万户，让远方的食客也能品尝到源自黄河岸边的甘甜；故宫博物院通过开展线上展览，利用官方网站、电商平台、实体店等多种渠道进行线上销售，使消费者在家也能逛展览、买文物，故宫博物院文创产品的销售额近期持续增长。 
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	为进一步激发消费潜力，商务部等14部门此前发布了《推动消费品以旧换新行动方案》，该方案通过实施设备更新、消费品以旧换新、回收循环利用和标准提升四大行动，提出推动汽车换“能”、家电换“智”、家装厨卫“焕新”，逐步建立“去旧更容易、换新更愿意”的有效机制。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	业内专家表示，随着市场的不断扩大和消费者需求的不断升级，企业需要加大研发投入，推动技术创新和产品迭代。这有助于优化产业结构，提升产品竞争力，推动消费市场向更高质量、更有效率、更加公平、更可持续的方向发展。
finance	国庆消费市场热潮涌动 持续助力经济回升向好	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333542.html	“扩大消费成为我国巩固和增强经济回升向好态势的关键着力点。”上述专家建议，要系统布局促消费政策措施，提高居民消费能力和消费倾向，优化供给内容，培育新消费增长点，健全消费生态体系，有力支撑消费提质扩容，持续推动经济实现质的有效提升和量的合理增长。
finance	“以旧换新”效应显现 “真金白银”激活假日经济	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333518.html	国庆假期，在山东临沂市的一处车展上，各家汽车销售企业发布了以旧换新补贴的优惠措施，前来选车逛展的顾客络绎不绝。
finance	“以旧换新”效应显现 “真金白银”激活假日经济	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333518.html	“现在国家补贴加上厂家补贴，最高能省四、五万元，价格挺划算的，就想趁此机会，把家里开了10多年的汽车换一辆。”山东临沂市市民曹先生说。
finance	“以旧换新”效应显现 “真金白银”激活假日经济	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333518.html	这是各地大力推进消费品以旧换新的一个缩影。这个国庆假期，广东、上海、湖北等20个地区在国家明确补贴标准的8类家电产品基础上，将烘干机、扫地机、洗碗机等纳入补贴范围；北京、重庆、江苏等23个地区采取立减模式发放家电补贴；浙江、四川、甘肃等26个地区加力推进家装厨卫换新，支持居家适老化改造……
finance	“以旧换新”效应显现 “真金白银”激活假日经济	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333518.html	“大力推动消费品以旧换新，是一项利企惠民的重大政策，也是深入实施扩大内需战略的重要举措。”国家发改委资源节约和环境保护司副司长文华近期在新闻发布会上表示，目前，我国主要家电保有量超过30亿台，汽车保有量超过3亿辆，更新换代的潜力巨大。
finance	“以旧换新”效应显现 “真金白银”激活假日经济	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333518.html	商务部等14部门此前联合发布的《推动消费品以旧换新行动方案》明确，推动汽车换“能”、家电换“智”和家装厨卫“焕新”。截至目前，各地已出台加力支持消费品以旧换新的工作方案，印发配套实施细则，明确相关领域以旧换新的工作目标、操作流程和责任分工。
finance	“以旧换新”效应显现 “真金白银”激活假日经济	2024-10-06	http://finance.people.com.cn/n1/2024/1006/c1004-40333518.html	消费品以旧换新离不开资金的大力支持。国家发改委此前会同财政部，向地方下达1500亿元超长期特别国债资金，支持各地因地制宜实施消费品以旧换新，同时大幅提升重点领域补贴标准，让更多“真金白银”直达消费者。金融监管总局也发布通知，鼓励非银机构更好地发挥差异化、专业化、特色化金融功能，支持消费品以旧换新行动。
